ID1,ID2,jaccard estimate
1691,177,0.405152224824356
3306,198,0.4492753623188406
3722,218,0.9736842105263158
4563,464,1.0
7154,705,0.9672131147540983
8400,767,0.5463917525773195
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
1800,1431,0.6483516483516484
7730,1544,1.0
7335,1552,0.405152224824356
8662,1928,1.0
7773,2042,1.0
4656,2071,0.7191977077363897
2540,2129,1.0
5431,2159,0.22950819672131148
4946,2201,0.21703853955375255
8907,2246,0.5151515151515151
6665,2427,0.9672131147540983
8490,2569,0.680672268907563
6573,2901,0.6216216216216216
5583,2911,0.5345268542199488
5532,2934,0.4538834951456311
4063,2976,0.9736842105263158
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
8919,4566,0.5113350125944585
8108,4611,0.36054421768707484
8848,5369,1.0
6075,5418,0.5
7531,5829,0.4634146341463415
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
8187,7206,0.948051948051948
8154,7268,1.0
8700,7808,1.0
9882,8020,0.948051948051948
9543,8553,0.37299771167048057
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
6452,179,0.32450331125827814
6452,319,0.32158590308370044
3239,180,0.6042780748663101
3722,218,0.9736842105263158
3257,357,0.36054421768707484
4563,464,1.0
8728,506,0.45278450363196127
3884,642,0.3824884792626728
3668,692,0.6574585635359116
7154,705,0.9672131147540983
6405,1000,0.45278450363196127
2435,1030,1.0
2663,1040,0.3793103448275862
7083,1076,0.9607843137254902
4528,1171,0.6
9680,1219,0.405152224824356
6412,1227,1.0
7623,1300,1.0
9069,1320,0.4251781472684085
4638,1359,0.9543973941368078
6700,1474,0.6528925619834711
7730,1544,1.0
6841,1682,0.41843971631205673
4252,1717,0.37299771167048057
4410,1787,0.5345268542199488
8662,1928,1.0
7773,2042,1.0
2540,2129,1.0
2814,2214,0.5306122448979592
4659,2326,0.3793103448275862
4431,2388,0.4634146341463415
6665,2427,0.9672131147540983
8490,2569,0.680672268907563
7697,2791,0.3698630136986301
6573,2901,0.6216216216216216
4063,2976,0.9736842105263158
6740,3797,1.0
6834,3940,0.48514851485148514
9796,4071,1.0
7586,4405,1.0
7082,4827,0.5503875968992248
9665,5206,0.3303769401330377
5214,5207,0.5345268542199488
8848,5369,1.0
8617,5609,0.32450331125827814
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
8154,7268,1.0
8659,7550,0.5384615384615384
8700,7808,1.0
8900,7821,0.48883374689826303
9882,8020,0.948051948051948
9266,9213,0.4563106796116505
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
3572,60,0.3888888888888889
981,156,0.3422818791946309
319,179,0.9169329073482428
2412,189,0.30718954248366015
3722,218,0.9736842105263158
3465,320,0.4492753623188406
8724,353,0.5037593984962406
4563,464,1.0
7154,705,0.9672131147540983
8706,771,0.4634146341463415
6405,1000,0.45278450363196127
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
7730,1544,1.0
1794,1617,0.3544018058690745
6841,1682,0.41843971631205673
2556,1765,0.6260162601626016
4410,1787,0.5345268542199488
8662,1928,1.0
9265,1994,0.7391304347826086
7773,2042,1.0
4656,2071,0.7191977077363897
2540,2129,1.0
6665,2427,0.9672131147540983
2923,2710,0.3303769401330377
3821,2743,0.37299771167048057
4063,2976,0.9736842105263158
4635,3783,0.5625
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
8735,4590,0.35135135135135137
8875,5050,0.4117647058823529
8577,5256,0.6620498614958449
8848,5369,1.0
6075,5418,0.5
9830,5814,0.49625935162094764
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
8945,7253,0.5873015873015873
8154,7268,1.0
9998,7415,0.6216216216216216
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
1910,7,0.48148148148148145
7283,48,0.9867549668874173
3239,180,0.6042780748663101
5240,192,0.4218009478672986
3722,218,0.9736842105263158
7356,272,0.5037593984962406
2673,305,0.4634146341463415
4563,464,1.0
9454,531,0.729106628242075
1100,646,0.3888888888888889
7154,705,0.9672131147540983
2435,1030,1.0
7083,1076,0.9607843137254902
5926,1107,0.2711864406779661
4528,1171,0.6
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
7730,1544,1.0
8662,1928,1.0
7773,2042,1.0
4656,2071,0.7191977077363897
2540,2129,1.0
4045,2248,0.30151843817787416
6665,2427,0.9672131147540983
8343,2502,0.5789473684210527
8490,2569,0.680672268907563
4063,2976,0.9736842105263158
9045,3000,0.47058823529411764
6798,3011,0.41843971631205673
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
9536,4196,0.30151843817787416
7586,4405,1.0
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
6871,6104,0.47058823529411764
7440,6381,1.0
9809,6980,0.5189873417721519
8187,7206,0.948051948051948
8154,7268,1.0
9998,7415,0.6216216216216216
8831,7705,0.48883374689826303
8700,7808,1.0
9882,8020,0.948051948051948
8937,8118,0.3544018058690745
9813,9334,0.9801980198019802
9669,9475,0.15606936416184972
7283,48,0.9867549668874173
319,179,0.9169329073482428
2412,189,0.30718954248366015
3722,218,0.9736842105263158
4563,464,1.0
7956,605,0.49625935162094764
2430,641,0.566579634464752
4005,684,0.5915119363395226
7154,705,0.9672131147540983
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
6700,1474,0.6528925619834711
7730,1544,1.0
2247,1546,0.28205128205128205
6651,1714,0.2345679012345679
4410,1787,0.5345268542199488
9443,1912,0.405152224824356
8662,1928,1.0
7773,2042,1.0
2540,2129,1.0
2298,2209,0.405152224824356
5613,2243,0.5424164524421594
6665,2427,0.9672131147540983
8490,2569,0.680672268907563
6573,2901,0.6216216216216216
5583,2911,0.5345268542199488
4713,2953,0.2219959266802444
4063,2976,0.9736842105263158
8956,3048,0.4492753623188406
9473,3198,0.47783251231527096
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
9284,4182,0.37299771167048057
9709,4338,0.45278450363196127
4438,4358,0.4218009478672986
7586,4405,1.0
6186,5015,0.2875536480686695
5214,5207,0.5345268542199488
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
7936,7036,0.3986013986013986
8187,7206,0.948051948051948
8154,7268,1.0
8627,7287,0.2578616352201258
9998,7415,0.6216216216216216
9153,7587,0.47783251231527096
8801,7657,0.3392857142857143
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
319,179,0.9169329073482428
3722,218,0.9736842105263158
4563,464,1.0
3668,692,0.6574585635359116
7154,705,0.9672131147540983
3232,738,0.5306122448979592
3385,779,0.48514851485148514
2435,1030,1.0
7083,1076,0.9607843137254902
9680,1219,0.405152224824356
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
1800,1431,0.6483516483516484
6700,1474,0.6528925619834711
5694,1482,0.45278450363196127
7730,1544,1.0
4342,1587,0.48514851485148514
8662,1928,1.0
7773,2042,1.0
4656,2071,0.7191977077363897
2540,2129,1.0
6665,2427,0.9672131147540983
7602,2690,0.5228426395939086
4063,2976,0.9736842105263158
3906,3025,0.5113350125944585
9846,3360,0.58311345646438
9885,3602,0.5463917525773195
6873,3704,0.2711864406779661
6949,3713,0.6
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
4366,4304,0.5267175572519084
7586,4405,1.0
9797,5144,0.2578616352201258
8848,5369,1.0
6075,5418,0.5
8617,5609,0.32450331125827814
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
9759,6578,0.2987012987012987
9865,7158,0.26849894291754756
8187,7206,0.948051948051948
8945,7253,0.5873015873015873
8154,7268,1.0
9998,7415,0.6216216216216216
8659,7550,0.5384615384615384
7803,7744,0.22699386503067484
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
3306,198,0.4492753623188406
3722,218,0.9736842105263158
8724,353,0.5037593984962406
4563,464,1.0
6252,648,0.4925373134328358
7154,705,0.9672131147540983
6878,892,0.3303769401330377
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
8242,1353,0.3793103448275862
4638,1359,0.9543973941368078
8955,1371,0.3698630136986301
1800,1431,0.6483516483516484
3910,1509,0.4634146341463415
7730,1544,1.0
7432,1893,0.5748031496062992
8662,1928,1.0
2983,1940,0.3761467889908257
9265,1994,0.7391304347826086
7030,2024,0.4634146341463415
7773,2042,1.0
2540,2129,1.0
6665,2427,0.9672131147540983
8727,2526,0.49625935162094764
8580,2824,0.4492753623188406
5583,2911,0.5345268542199488
4063,2976,0.9736842105263158
7094,3604,0.3953488372093023
5774,3692,0.47058823529411764
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
9769,4214,0.45985401459854014
7586,4405,1.0
7929,4966,0.3392857142857143
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
6796,6293,0.3288888888888889
7440,6381,1.0
7100,6818,0.5151515151515151
8187,7206,0.948051948051948
8482,7234,0.507537688442211
8154,7268,1.0
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
7113,188,0.3986013986013986
3722,218,0.9736842105263158
485,402,0.4742014742014742
4563,464,1.0
9454,531,0.729106628242075
6474,686,0.45278450363196127
7154,705,0.9672131147540983
4576,979,0.48148148148148145
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
2047,1437,0.49625935162094764
7730,1544,1.0
8662,1928,1.0
7773,2042,1.0
8811,2088,0.40186915887850466
7379,2128,0.2578616352201258
2540,2129,1.0
2298,2209,0.405152224824356
4392,2285,0.47058823529411764
8343,2502,0.5789473684210527
8490,2569,0.680672268907563
2721,2717,0.28205128205128205
4063,2976,0.9736842105263158
5277,3224,0.2345679012345679
4501,3246,0.3953488372093023
8826,3339,0.34831460674157305
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
9199,4521,0.45278450363196127
9506,4589,0.42857142857142855
8108,4611,0.36054421768707484
9678,5037,0.5228426395939086
9989,5054,0.4354066985645933
9665,5206,0.3303769401330377
8848,5369,1.0
7527,6035,0.431980906921241
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
9809,6980,0.5189873417721519
8187,7206,0.948051948051948
8154,7268,1.0
8659,7550,0.5384615384615384
8700,7808,1.0
9882,8020,0.948051948051948
9751,8314,0.3888888888888889
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
3722,218,0.9736842105263158
7356,272,0.5037593984962406
4563,464,1.0
8728,506,0.45278450363196127
9454,531,0.729106628242075
3668,692,0.6574585635359116
7154,705,0.9672131147540983
6176,828,0.49625935162094764
2435,1030,1.0
3719,1076,0.4457831325301205
7083,1076,0.9607843137254902
7083,3719,0.4669926650366748
6412,1227,1.0
5353,1281,0.4563106796116505
7623,1300,1.0
4638,1359,0.9543973941368078
1800,1431,0.6483516483516484
6700,1474,0.6528925619834711
7730,1544,1.0
5903,1651,0.48148148148148145
2927,1711,0.3574660633484163
8662,1928,1.0
7773,2042,1.0
2540,2129,1.0
4518,2229,0.3793103448275862
8191,2551,0.4251781472684085
8490,2569,0.680672268907563
4063,2976,0.9736842105263158
6172,3041,0.40186915887850466
5756,3332,0.5113350125944585
9785,3592,0.4117647058823529
6873,3704,0.2711864406779661
4635,3783,0.5625
6740,3797,1.0
5911,3871,0.5706806282722513
9796,4071,1.0
7586,4405,1.0
8796,4506,0.3698630136986301
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
7545,6228,0.5345268542199488
7440,6381,1.0
9809,6980,0.5189873417721519
9798,7133,0.4117647058823529
8187,7206,0.948051948051948
8154,7268,1.0
8700,7808,1.0
9882,8020,0.948051948051948
9626,8235,0.25260960334029225
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
3239,180,0.6042780748663101
3306,198,0.4492753623188406
3722,218,0.9736842105263158
7689,374,0.3856812933025404
8940,395,0.3333333333333333
4563,464,1.0
1100,646,0.3888888888888889
7154,705,0.9672131147540983
2728,747,0.405152224824356
2435,1030,1.0
2053,1038,0.2145748987854251
7083,1076,0.9607843137254902
4528,1171,0.6
6412,1227,1.0
7695,1231,0.4742014742014742
7623,1300,1.0
5694,1482,0.45278450363196127
7730,1544,1.0
2556,1765,0.6260162601626016
4410,1787,0.5345268542199488
5740,1793,0.4634146341463415
2281,1821,0.3157894736842105
8662,1928,1.0
7773,2042,1.0
5930,2098,0.48883374689826303
2540,2129,1.0
5496,2140,0.47783251231527096
8907,2246,0.5151515151515151
6743,2307,0.5345268542199488
4120,2347,0.4563106796116505
6665,2427,0.9672131147540983
8343,2502,0.5789473684210527
8490,2569,0.680672268907563
4063,2976,0.9736842105263158
8997,3195,0.4251781472684085
5473,3651,0.3303769401330377
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
7952,4602,0.31868131868131866
9505,4691,0.14285714285714285
7461,4887,0.3986013986013986
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
8144,6966,0.23711340206185566
8187,7206,0.948051948051948
8154,7268,1.0
9153,7587,0.47783251231527096
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
8146,84,0.3698630136986301
319,179,0.9169329073482428
5240,192,0.4218009478672986
3722,218,0.9736842105263158
7356,272,0.5037593984962406
6757,317,0.5113350125944585
4563,464,1.0
7154,705,0.9672131147540983
3232,738,0.5306122448979592
6176,828,0.49625935162094764
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7078,1234,0.28205128205128205
7623,1300,1.0
9069,1320,0.4251781472684085
4638,1359,0.9543973941368078
1800,1431,0.6483516483516484
6700,1474,0.6528925619834711
7730,1544,1.0
2556,1765,0.6260162601626016
8662,1928,1.0
9265,1994,0.7391304347826086
7773,2042,1.0
4656,2071,0.7191977077363897
5930,2098,0.48883374689826303
2540,2129,1.0
6743,2307,0.5345268542199488
6665,2427,0.9672131147540983
4492,2666,0.30718954248366015
7697,2791,0.3698630136986301
6573,2901,0.6216216216216216
4063,2976,0.9736842105263158
6359,3247,0.431980906921241
6949,3713,0.6
7233,3791,0.4423076923076923
6740,3797,1.0
4184,3938,0.48148148148148145
9796,4071,1.0
6939,4103,0.9607843137254902
9122,4175,0.31868131868131866
7586,4405,1.0
7952,4602,0.31868131868131866
7537,4689,0.4492753623188406
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
7100,6818,0.5151515151515151
8187,7206,0.948051948051948
8154,7268,1.0
9153,7587,0.47783251231527096
8376,7721,0.3856812933025404
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
3722,218,0.9736842105263158
9906,414,0.24740124740124741
4563,464,1.0
9454,531,0.729106628242075
6252,648,0.4925373134328358
4005,684,0.5915119363395226
7154,705,0.9672131147540983
8400,767,0.5463917525773195
4576,979,0.48148148148148145
2435,1030,1.0
7296,1058,0.3452914798206278
7083,1076,0.9607843137254902
6412,1227,1.0
7695,1231,0.4742014742014742
7623,1300,1.0
4638,1359,0.9543973941368078
1857,1365,0.41509433962264153
6700,1474,0.6528925619834711
7730,1544,1.0
8662,1928,1.0
4660,1955,0.47058823529411764
7773,2042,1.0
2540,2129,1.0
6665,2427,0.9672131147540983
4063,2976,0.9736842105263158
6309,3646,0.47783251231527096
7634,3655,0.41843971631205673
6740,3797,1.0
6563,3800,0.48514851485148514
9982,3882,0.4117647058823529
9796,4071,1.0
6756,4148,0.41843971631205673
7586,4405,1.0
7082,4827,0.5503875968992248
8848,5369,1.0
6075,5418,0.5
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
8187,7206,0.948051948051948
8154,7268,1.0
8700,7808,1.0
9882,8020,0.948051948051948
9305,8708,0.507537688442211
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
3722,218,0.9736842105263158
7356,272,0.5037593984962406
4563,464,1.0
2430,641,0.566579634464752
3668,692,0.6574585635359116
7154,705,0.9672131147540983
8400,767,0.5463917525773195
6176,828,0.49625935162094764
2435,1030,1.0
8217,1030,0.30151843817787416
8217,2435,0.30151843817787416
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
7730,1544,1.0
4342,1587,0.48514851485148514
3547,1697,0.3698630136986301
8662,1928,1.0
9265,1994,0.7391304347826086
7773,2042,1.0
4656,2071,0.7191977077363897
5930,2098,0.48883374689826303
2540,2129,1.0
4392,2285,0.47058823529411764
6665,2427,0.9672131147540983
8343,2502,0.5789473684210527
8490,2569,0.680672268907563
4063,2976,0.9736842105263158
3906,3025,0.5113350125944585
8905,3080,0.2875536480686695
5946,3590,0.39211136890951276
5000,3714,0.4457831325301205
6740,3797,1.0
4247,3804,0.3986013986013986
9796,4071,1.0
6939,4103,0.9607843137254902
6042,4221,0.19047619047619047
7586,4405,1.0
5293,4622,0.3824884792626728
8848,5369,1.0
6461,5511,0.4457831325301205
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
6769,6722,0.3761467889908257
9809,6980,0.5189873417721519
8255,7103,0.36363636363636365
8187,7206,0.948051948051948
8945,7253,0.5873015873015873
8154,7268,1.0
9469,7769,0.26849894291754756
8700,7808,1.0
9882,8020,0.948051948051948
9823,8405,0.4423076923076923
9813,9334,0.9801980198019802
9957,4,0.3793103448275862
1910,7,0.48148148148148145
7283,48,0.9867549668874173
5493,50,0.41843971631205673
319,179,0.9169329073482428
3722,218,0.9736842105263158
6284,329,0.49625935162094764
4563,464,1.0
7154,705,0.9672131147540983
2844,729,0.48883374689826303
4099,746,0.43884892086330934
7071,833,0.36054421768707484
3327,995,0.36054421768707484
2435,1030,1.0
7083,1076,0.9607843137254902
4528,1171,0.6
6412,1227,1.0
3529,1278,0.4084507042253521
7623,1300,1.0
4638,1359,0.9543973941368078
6700,1474,0.6528925619834711
7730,1544,1.0
2730,1799,0.3953488372093023
8662,1928,1.0
7773,2042,1.0
4656,2071,0.7191977077363897
5930,2098,0.48883374689826303
2540,2129,1.0
4120,2347,0.4563106796116505
6665,2427,0.9672131147540983
8490,2569,0.680672268907563
3486,2702,0.47783251231527096
9968,2757,0.36054421768707484
5532,2934,0.4538834951456311
4063,2976,0.9736842105263158
9045,3000,0.47058823529411764
8608,3012,0.3986013986013986
7791,3279,0.4423076923076923
9846,3360,0.58311345646438
5774,3692,0.47058823529411764
4635,3783,0.5625
6740,3797,1.0
5537,3887,0.36054421768707484
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
8848,5369,1.0
6848,5456,0.3856812933025404
9302,6068,0.4492753623188406
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
8042,6787,0.39211136890951276
7100,6818,0.5151515151515151
8187,7206,0.948051948051948
8154,7268,1.0
9394,7500,0.3392857142857143
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
3239,180,0.6042780748663101
5240,192,0.4218009478672986
3722,218,0.9736842105263158
3823,323,0.4354066985645933
8724,353,0.5037593984962406
1259,440,0.5424164524421594
4563,464,1.0
7830,500,0.4218009478672986
9454,531,0.729106628242075
3668,692,0.6574585635359116
8706,771,0.4634146341463415
2435,1030,1.0
3719,1076,0.4457831325301205
7083,1076,0.9607843137254902
7083,3719,0.4669926650366748
6412,1227,1.0
7695,1231,0.4742014742014742
7623,1300,1.0
4638,1359,0.9543973941368078
1800,1431,0.6483516483516484
7730,1544,1.0
5903,1651,0.48148148148148145
8662,1928,1.0
7773,2042,1.0
2540,2129,1.0
6665,2427,0.9672131147540983
3185,2567,0.40186915887850466
6493,2905,0.3761467889908257
4063,2976,0.9736842105263158
3644,3502,0.1857707509881423
6740,3797,1.0
6353,4006,0.34831460674157305
7178,4066,0.3824884792626728
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
6664,5213,0.4492753623188406
5693,5230,0.48883374689826303
8577,5256,0.6620498614958449
8848,5369,1.0
9830,5814,0.49625935162094764
9726,5901,0.43884892086330934
9799,6061,0.5151515151515151
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
9809,6980,0.5189873417721519
8187,7206,0.948051948051948
8154,7268,1.0
9998,7415,0.6216216216216216
8700,7808,1.0
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
3722,218,0.9736842105263158
2673,305,0.4634146341463415
4563,464,1.0
7830,500,0.4218009478672986
8915,503,0.507537688442211
9454,531,0.729106628242075
7956,605,0.49625935162094764
4005,684,0.5915119363395226
7154,705,0.9672131147540983
7215,743,0.5037593984962406
8706,771,0.4634146341463415
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
8713,1411,0.507537688442211
5694,1482,0.45278450363196127
7730,1544,1.0
3547,1697,0.3698630136986301
8662,1928,1.0
7773,2042,1.0
2540,2129,1.0
2298,2209,0.405152224824356
6665,2427,0.9672131147540983
7602,2690,0.5228426395939086
4063,2976,0.9736842105263158
9045,3000,0.47058823529411764
4267,3121,0.4218009478672986
8080,3165,0.4218009478672986
4299,3652,0.32450331125827814
7634,3655,0.41843971631205673
4263,3684,0.3793103448275862
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
8848,5369,1.0
7531,5829,0.4634146341463415
6936,6083,1.0
6180,6103,1.0
9226,6217,0.4742014742014742
7440,6381,1.0
8187,7206,0.948051948051948
8945,7253,0.5873015873015873
8154,7268,1.0
8700,7808,1.0
9882,8020,0.948051948051948
9135,8370,0.36363636363636365
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
3239,180,0.6042780748663101
3722,218,0.9736842105263158
1259,440,0.5424164524421594
4563,464,1.0
2430,641,0.566579634464752
7167,671,0.4669926650366748
7154,705,0.9672131147540983
7215,743,0.5037593984962406
2728,747,0.405152224824356
8400,767,0.5463917525773195
2435,1030,1.0
7083,1076,0.9607843137254902
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
6700,1474,0.6528925619834711
7730,1544,1.0
4342,1587,0.48514851485148514
2927,1711,0.3574660633484163
8662,1928,1.0
7773,2042,1.0
4656,2071,0.7191977077363897
2540,2129,1.0
4617,2318,0.4925373134328358
4243,2367,0.4925373134328358
6665,2427,0.9672131147540983
2812,2523,0.31868131868131866
4063,2976,0.9736842105263158
8274,3432,0.4457831325301205
6740,3797,1.0
4195,3925,0.35135135135135137
9796,4071,1.0
6939,4103,0.9607843137254902
7586,4405,1.0
7119,4820,0.3888888888888889
7068,4895,0.5384615384615384
9678,5037,0.5228426395939086
8577,5256,0.6620498614958449
8848,5369,1.0
9479,5689,0.4354066985645933
9580,6009,0.3856812933025404
6936,6083,1.0
6180,6103,1.0
7440,6381,1.0
7100,6818,0.5151515151515151
7717,7038,0.34831460674157305
8187,7206,0.948051948051948
9496,7220,0.5113350125944585
8154,7268,1.0
9998,7415,0.6216216216216216
9153,7587,0.47783251231527096
8376,7721,0.3856812933025404
8700,7808,1.0
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
5240,192,0.4218009478672986
3722,218,0.9736842105263158
5894,354,0.5
4563,464,1.0
4005,684,0.5915119363395226
7154,705,0.9672131147540983
2435,1030,1.0
7083,1076,0.9607843137254902
8792,1091,0.30434782608695654
5200,1116,0.26849894291754756
7996,1170,0.2958963282937365
6412,1227,1.0
7623,1300,1.0
4638,1359,0.9543973941368078
7730,1544,1.0
8662,1928,1.0
9265,1994,0.7391304347826086
7773,2042,1.0
2540,2129,1.0
5613,2243,0.5424164524421594
6665,2427,0.9672131147540983
9595,2564,0.4925373134328358
8490,2569,0.680672268907563
4063,2976,0.9736842105263158
6243,3175,0.3333333333333333
8997,3195,0.4251781472684085
5774,3692,0.47058823529411764
6949,3713,0.6
6740,3797,1.0
9796,4071,1.0
6939,4103,0.9607843137254902
6171,4345,0.4251781472684085
7586,4405,1.0
9678,5037,0.5228426395939086
8304,5139,0.36363636363636365
8848,5369,1.0
6936,6083,1.0
6180,6103,1.0
7545,6228,0.5345268542199488
7440,6381,1.0
7407,6891,0.4218009478672986
7936,7036,0.3986013986013986
8187,7206,0.948051948051948
8154,7268,1.0
9998,7415,0.6216216216216216
9372,7462,0.3544018058690745
8700,7808,1.0
9882,8020,0.948051948051948
9813,9334,0.9801980198019802
7283,48,0.9867549668874173
319,179,0.9169329073482428
4563,464,1.0
2430,641,0.566579634464752
7154,705,0.9672131147540983
2435,1030,1.0
7296,1058,0.3452914798206278
7083,1076,0.9607843137254902
6412,1227,1.0
2192,1258,0.5384615384615384
7623,1300,1.0
4638,1359,0.9543973941368078
1800,1431,0.6483516483516484
3712,1436,0.5424164524421594
3910,1509,0.4634146341463415
